nome_cientifico,nome_popular,grupo,status_iucn,bioma,bioma_principal,habitat_afetado_pct,latitude,longitude,estado,ano,mes
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.231374,-56.656831,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.279241,-56.764634,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.397347,-56.66147,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.21228,-56.771979,Mato Grosso do Sul,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.541874,-56.742575,Mato Grosso do Sul,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.122873,-56.751767,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.24838,-56.727583,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.070733,-56.600635,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.067689,-56.798827,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.31886,-56.783124,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.440217,-56.864946,Mato Grosso do Sul,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.123184,-56.732462,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.074489,-56.648892,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.329343,-56.649299,Mato Grosso do Sul,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.442873,-56.969669,Mato Grosso do Sul,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.372525,-56.800241,Mato Grosso do Sul,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.194744,-56.488591,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.284707,-56.702666,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.242544,-56.602376,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.327647,-56.767913,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.245954,-56.648106,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.383531,-56.615716,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-10.441285,-46.861126,Tocantins,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.224454,-56.751969,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.21246,-56.661622,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.271185,-56.668028,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.332638,-56.746512,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.399076,-56.691256,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.294723,-56.636612,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.261222,-56.702059,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.274084,-56.724183,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.268403,-56.67145,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.312889,-56.764496,Mato Grosso do Sul,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.324152,-56.763719,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.354507,-56.603686,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.272758,-56.679225,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.270996,-56.775708,Mato Grosso,2025.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.265125,-56.746463,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.360186,-56.759668,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.884138,-56.241989,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.339521,-56.709848,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.861543,-56.332644,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.980815,-56.272167,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.246686,-56.771425,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.253706,-56.63143,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.057587,-56.443575,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.822984,-56.269838,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.190092,-56.539891,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.092391,-56.403951,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.098862,-56.422903,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.889141,-56.285434,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.027452,-56.518277,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.863728,-56.252335,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.239852,-56.694742,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-20.24991,-56.60946,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.204767,-56.704064,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.30566,-56.741768,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.441453,-56.693491,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.270187,-56.669205,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.203919,-56.650541,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.21825,-56.628406,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.240962,-56.613945,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.324791,-56.738083,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.399944,-56.698868,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.292912,-56.733589,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.418004,-57.196809,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.312988,-56.631343,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.228143,-56.659336,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.318198,-56.69113,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.211186,-56.794694,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.307898,-56.629498,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.305338,-56.799019,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.236928,-56.676635,Mato Grosso do Sul,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.318549,-56.697397,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.252207,-56.611699,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.358885,-56.636386,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.302084,-56.713307,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.458412,-56.724116,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.200497,-56.750484,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.374472,-56.736438,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.364976,-56.624239,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.375412,-56.633963,Mato Grosso,2025.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.283725,-56.767983,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.344366,-56.600663,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.917396,-56.286811,Mato Grosso do Sul,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.903516,-57.447972,Mato Grosso do Sul,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.040602,-56.734967,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.352396,-56.760234,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-12.85944,-52.301877,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.304955,-56.770376,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.352755,-56.746603,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.360685,-56.74444,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.881306,-56.293398,Mato Grosso do Sul,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.323213,-56.794573,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.194386,-56.736325,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.218303,-56.679192,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.852127,-56.991502,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.339137,-56.672221,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.256564,-56.725929,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.345704,-56.774618,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.258454,-56.601745,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.259756,-56.769125,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.319578,-56.637003,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.23996,-56.790301,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.393389,-56.712747,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.346049,-56.70218,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.278189,-56.724546,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.423918,-56.641689,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.239143,-56.641348,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.342582,-56.793857,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.299044,-56.720045,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.692459,-57.200561,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.244862,-56.692651,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.273599,-56.674016,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.23906,-56.774609,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.203163,-56.73147,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.274019,-56.756728,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.246299,-56.640487,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.276579,-56.692275,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.205113,-56.707442,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.291129,-56.607783,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.24814,-56.751707,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.346529,-56.755591,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.317713,-56.689998,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.343951,-56.753775,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.289856,-56.758861,Mato Grosso do Sul,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.399403,-56.608569,Mato Grosso do Sul,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.248726,-56.603519,Mato Grosso,2025.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.303676,-56.699471,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.303665,-56.756339,Mato Grosso do Sul,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.108259,-56.757731,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.312472,-56.741344,Mato Grosso,2025.0,10.0
