ano,mes,estacao_codigo,temp_max_c,temp_min_c,umidade_min_pct,precipitacao_mm
2019,1,A511,28.17,23.22,37.13,0.0
2019,1,A512,30.45,23.31,46.32,3.0
2019,1,A513,26.79,19.93,43.97,1.0
2019,1,A514,26.86,19.66,37.1,47.0
2019,1,A515,26.33,20.5,56.43,33.0
2019,1,A516,27.86,21.1,39.13,8.0
2019,1,A517,30.74,24.41,36.74,1.0
2019,1,A518,25.93,19.93,49.93,35.0
2019,1,A519,31.7,23.87,34.58,8.0
2019,1,A520,29.79,21.89,39.32,13.0
2019,1,A521,27.31,22.65,37.0,32.0
2019,1,A522,30.11,24.23,41.06,4.0
2019,1,A523,26.61,18.86,40.68,27.0
2019,1,A524,27.89,20.76,39.81,12.0
2019,1,A525,28.54,21.97,37.81,3.0
2019,1,A526,29.17,21.21,26.29,0.0
2019,1,A527,28.8,22.93,36.9,0.0
2019,1,A528,28.23,22.08,37.42,10.0
2019,1,A529,27.37,19.29,42.71,35.0
2019,1,A530,24.41,18.19,47.29,11.0
2019,1,A531,24.47,17.0,48.55,46.0
2019,1,A532,31.17,24.29,37.48,0.0
2019,1,A533,28.52,20.45,36.71,0.0
2019,1,A534,,,37.35,0.0
2019,1,A535,27.14,19.42,34.42,11.0
2019,1,A536,29.96,22.4,35.61,49.0
2019,1,A537,24.67,18.54,35.42,5.0
2019,1,A538,29.3,22.77,32.97,3.0
2019,1,A539,30.43,23.71,25.77,0.0
2019,1,A540,29.93,25.04,35.58,4.0
2019,1,A541,26.93,19.41,40.03,0.0
2019,1,A542,29.53,21.59,37.45,8.0
2019,1,A543,31.22,26.33,28.19,3.0
2019,1,A544,26.93,20.81,39.55,0.0
2019,1,A545,30.03,23.16,31.61,29.0
2019,1,A546,26.07,21.69,43.87,3.0
2019,1,A547,31.26,23.33,33.71,22.0
2019,1,A548,28.43,21.97,34.06,8.0
2019,1,A549,26.97,18.8,33.52,0.0
2019,1,A550,32.24,25.76,29.48,0.0
2019,1,A551,27.86,20.52,34.35,0.0
2019,1,A552,29.76,21.48,27.48,0.0
2019,1,A553,28.55,22.4,34.83,9.0
2019,1,A554,31.71,24.35,38.52,0.0
2019,1,A555,25.21,20.59,39.39,0.0
2019,1,A556,25.93,21.17,43.45,15.0
2019,1,A557,33.56,25.86,35.06,3.0
2019,1,A559,29.36,22.3,29.42,1.0
2019,1,A560,,,,0.0
2019,1,A561,27.23,20.54,41.0,31.0
2019,1,A562,27.23,21.1,39.74,11.0
2019,1,A563,32.33,24.53,27.32,0.0
2019,1,A564,29.0,22.25,39.55,28.0
2019,1,A565,28.41,21.71,43.29,16.0
2019,1,A566,31.45,23.07,23.13,0.0
2019,1,A567,26.76,21.16,47.26,31.0
2019,1,A568,28.5,21.43,41.81,3.0
2019,1,A569,29.38,20.89,34.45,7.0
2019,1,A570,27.1,20.59,43.13,36.0
2019,1,A571,27.67,24.07,34.26,14.0
2019,1,A601,33.1,25.7,31.39,15.0
2019,1,A602,30.28,26.03,46.16,8.0
2019,1,A603,31.43,22.97,41.13,24.0
2019,1,A604,31.25,24.68,33.23,11.0
2019,1,A606,27.52,24.1,69.08,1.0
2019,1,A607,31.45,24.74,39.32,8.0
2019,1,A608,30.0,24.93,48.9,19.0
2019,1,A609,28.68,23.17,37.87,39.0
2019,1,A610,21.1,16.74,57.48,47.0
2019,1,A611,31.14,23.83,38.48,1.0
2019,1,A612,30.24,24.61,43.65,0.0
2019,1,A613,24.28,19.24,54.1,0.0
2019,1,A614,30.71,25.0,42.38,3.0
2019,1,A615,31.53,25.65,34.0,0.0
2019,1,A616,29.48,25.15,53.29,14.0
2019,1,A617,32.87,24.37,28.03,0.0
2019,1,A618,25.19,20.6,49.94,83.0
2019,1,A619,31.12,24.35,52.68,40.0
2019,1,A620,28.73,26.07,54.19,0.0
2019,1,A621,33.55,26.31,32.87,27.0
2019,1,A622,31.06,24.73,38.42,0.0
2019,1,A623,28.93,22.24,39.9,3.0
2019,1,A624,25.04,17.3,48.1,38.0
2019,1,A625,30.86,23.18,39.13,7.0
2019,1,A626,30.21,23.0,40.58,78.0
2019,1,A627,33.81,27.93,46.0,4.0
2019,1,A628,31.46,25.62,53.45,31.0
2019,1,A629,31.77,23.07,,0.0
2019,1,A630,28.45,21.58,44.9,5.0
2019,1,A631,31.13,24.45,41.0,0.0
2019,1,A632,31.39,24.96,42.03,1.0
2019,1,A633,27.48,19.67,43.74,23.0
2019,1,A634,30.0,24.37,49.81,0.0
2019,1,A635,16.59,12.15,,45.0
2019,1,A636,32.71,23.77,39.06,5.0
2019,1,A652,29.72,26.63,55.58,3.0
2019,1,A657,29.7,23.07,42.16,3.0
2019,1,A659,31.93,24.53,39.19,15.0
2019,1,A667,32.54,24.65,41.61,3.0
2019,1,A701,28.34,23.17,35.68,63.0
2019,1,A702,28.72,22.45,45.97,55.0
2019,1,A703,27.9,23.22,47.0,11.0
2019,1,A704,31.97,25.28,35.29,25.0
2019,1,A705,28.9,22.52,42.9,21.0
2019,1,A706,22.6,16.25,46.97,5.0
2019,1,A707,29.72,24.86,39.06,55.0
2019,1,A708,27.7,21.92,39.39,18.0
2019,1,A709,29.32,24.83,42.81,38.0
2019,1,A710,29.26,24.53,35.42,7.0
2019,1,A711,26.59,22.68,43.13,16.0
2019,1,A712,30.43,25.0,54.03,29.0
2019,1,A713,28.16,21.41,39.68,24.0
2019,1,A714,28.5,22.16,45.23,27.0
2019,1,A715,29.07,21.28,47.42,23.0
2019,1,A716,31.37,23.18,39.03,25.0
2019,1,A717,30.52,24.52,45.06,15.0
2019,1,A718,29.19,23.0,40.1,65.0
2019,1,A719,32.74,28.05,43.13,1.0
2019,1,A721,30.61,23.74,49.42,55.0
2019,1,A722,32.0,29.91,44.03,4.0
2019,1,A723,33.31,28.38,35.9,1.0
2019,1,A724,32.91,25.67,45.08,0.0
2019,1,A725,27.75,22.14,44.29,39.0
2019,1,A726,30.04,23.36,39.59,48.0
2019,1,A727,29.83,25.31,38.72,1.0
2019,1,A728,30.64,21.48,39.52,14.0
2019,1,A729,30.07,23.97,34.65,2.0
2019,1,A730,26.66,21.66,45.94,41.0
2019,1,A731,30.04,22.97,45.61,21.0
2019,1,A732,25.92,22.43,46.35,43.0
2019,1,A733,,,,0.0
2019,1,A734,31.3,24.0,36.0,1.0
2019,1,A735,29.29,23.27,37.29,3.0
2019,1,A736,31.03,22.17,38.29,5.0
2019,1,A737,29.62,22.73,38.13,19.0
2019,1,A738,29.52,23.22,35.61,14.0
2019,1,A739,29.85,23.1,37.0,5.0
2019,1,A740,26.14,19.93,46.94,71.0
2019,1,A741,29.71,24.07,36.19,0.0
2019,1,A742,29.11,23.38,38.29,26.0
2019,1,A743,29.96,24.07,46.81,42.0
2019,1,A744,26.67,21.79,42.52,57.0
2019,1,A746,26.78,20.93,52.52,42.0
2019,1,A747,27.92,23.97,35.58,12.0
2019,1,A748,30.93,22.37,36.1,0.0
2019,1,A749,30.03,24.67,45.52,12.0
2019,1,A750,30.32,22.9,40.65,0.0
2019,1,A751,29.45,23.83,45.55,6.0
2019,1,A752,31.5,25.5,42.23,16.0
2019,1,A753,30.07,22.07,39.13,6.0
2019,1,A754,28.79,23.17,45.03,6.0
2019,1,A755,27.32,21.53,38.42,70.0
2019,1,A756,31.3,25.21,38.9,31.0
2019,1,A757,31.83,25.76,40.48,23.0
2019,1,A758,31.07,25.71,42.32,3.0
2019,1,A759,32.44,25.37,37.45,23.0
2019,1,A760,27.28,21.54,41.9,56.0
2019,1,A761,28.29,24.17,45.81,9.0
2019,1,A762,31.12,24.03,43.94,3.0
2019,1,A763,29.36,23.61,44.94,45.0
2019,1,A764,30.31,24.4,39.77,0.0
2019,1,A765,29.36,25.48,71.84,48.0
2019,1,A766,30.55,25.63,50.74,48.0
2019,1,A767,30.75,26.96,55.29,29.0
2019,1,A768,33.36,25.41,42.71,5.0
2019,1,A769,28.54,22.77,42.23,84.0
2019,1,A771,26.79,22.14,46.84,17.0
2019,1,A801,29.41,24.96,55.71,20.0
2019,1,A802,26.41,22.93,57.87,34.0
2019,1,A803,28.03,22.96,59.61,40.0
2019,1,A804,25.67,21.87,57.87,34.0
2019,1,A805,27.76,22.96,52.68,12.0
2019,1,A806,29.87,25.93,54.61,55.0
2019,1,A807,26.54,21.85,42.94,31.0
2019,1,A808,27.54,23.9,68.52,13.0
2019,1,A809,28.59,22.97,60.48,145.0
2019,1,A810,30.1,23.0,51.19,0.0
2019,1,A811,24.86,21.37,61.42,72.0
2019,1,A812,25.76,21.43,63.23,70.0
2019,1,A813,28.59,23.0,54.45,24.0
2019,1,A814,28.58,23.39,52.07,38.0
2019,1,A815,21.94,17.36,57.13,29.0
2019,1,A816,25.53,20.35,57.45,19.0
2019,1,A817,30.11,24.89,50.97,10.0
2019,1,A818,27.52,21.0,47.32,36.0
2019,1,A819,25.43,20.93,47.65,43.0
2019,1,A820,29.9,24.81,40.39,6.0
2019,1,A821,28.75,23.41,48.26,23.0
2019,1,A822,26.42,23.21,55.94,24.0
2019,1,A823,23.19,18.97,60.58,48.0
2019,1,A824,30.48,24.43,45.97,11.0
2019,1,A825,,,,0.0
2019,1,A826,26.79,23.0,59.1,81.0
2019,1,A827,26.61,20.88,58.42,64.0
2019,1,A828,27.55,22.06,53.81,47.0
2019,1,A829,22.31,18.39,60.16,39.0
2019,1,A830,30.71,24.36,57.88,6.0
2019,1,A831,26.66,21.86,58.94,87.0
2019,1,A832,28.1,22.56,58.1,127.0
2019,1,A833,26.66,21.89,60.23,130.0
2019,1,A834,27.25,24.48,,6.0
2019,1,A835,29.64,24.79,42.94,35.0
2019,1,A836,26.37,22.17,63.16,47.0
2019,1,A837,25.1,21.44,60.39,22.0
2019,1,A838,27.08,21.86,59.32,23.0
2019,1,A839,26.29,20.84,59.9,39.0
2019,1,A840,26.55,21.96,56.0,9.0
2019,1,A841,25.93,21.43,54.35,57.0
2019,1,A842,28.8,23.96,45.23,2.0
2019,1,A843,28.28,22.24,50.77,24.0
2019,1,A844,25.85,21.4,53.03,2.0
2019,1,A845,18.44,14.93,,88.0
2019,1,A846,29.55,24.23,57.87,10.0
2019,1,A848,26.67,22.29,54.29,30.0
2019,1,A849,30.32,24.57,44.52,0.0
2019,1,A850,32.46,24.44,37.94,19.0
2019,1,A851,29.38,24.32,62.29,53.0
2019,1,A852,29.14,23.8,55.19,56.0
2019,1,A853,26.8,21.24,57.52,63.0
2019,1,A854,28.67,23.18,52.58,54.0
2019,1,A855,29.11,23.48,,16.0
2019,1,A856,27.43,21.52,58.26,27.0
2019,1,A857,26.93,22.81,53.13,37.0
2019,1,A858,25.73,21.26,58.58,74.0
2019,1,A859,25.69,19.5,43.35,57.0
2019,1,A860,25.32,19.61,49.55,79.0
2019,1,A861,25.12,20.55,55.65,30.0
2019,1,A862,,,,0.0
2019,1,A863,27.83,21.48,50.35,13.0
2019,1,A864,24.96,20.61,51.48,18.0
2019,1,A865,25.39,20.21,51.13,42.0
2019,1,A866,26.57,24.1,66.26,15.0
2019,1,A867,27.75,24.52,60.9,22.0
2019,1,A868,29.82,24.25,61.1,16.0
2019,1,A869,30.57,24.55,45.74,10.0
2019,1,A870,24.66,20.64,,52.0
2019,1,A871,28.65,21.9,41.87,12.0
2019,1,A872,25.0,20.54,53.94,42.0
2019,1,A873,28.93,24.9,52.84,97.0
2019,1,A874,27.0,19.64,47.94,48.0
2019,1,A875,26.19,19.36,53.1,60.0
2019,1,A876,25.5,20.33,52.17,38.0
2019,1,A878,27.7,25.04,63.32,7.0
2019,1,A879,24.38,20.19,60.39,15.0
2019,1,A880,25.76,19.21,54.58,32.0
2019,1,A881,26.24,22.08,57.94,62.0
2019,1,A882,29.71,22.96,52.45,24.0
2019,1,A883,26.38,21.93,59.58,49.0
2019,1,A884,31.0,25.26,43.45,40.0
2019,1,A886,28.31,22.42,59.97,45.0
2019,1,A889,27.61,23.97,58.29,103.0
2019,1,A893,26.37,21.86,,47.0
2019,1,A894,27.14,21.03,51.9,32.0
2019,1,A897,22.7,18.71,56.94,40.0
2019,1,A899,24.11,21.21,68.23,34.0
2019,1,A901,29.83,25.12,49.26,38.0
2019,1,A902,27.83,22.71,54.87,22.0
2019,1,A903,25.59,22.39,68.23,0.0
2019,1,A904,28.04,23.2,50.48,39.0
2019,1,A905,27.21,22.41,60.1,55.0
2019,1,A906,27.08,23.7,55.94,40.0
2019,1,A907,29.89,23.75,54.81,46.0
2019,1,A908,29.11,22.57,49.81,8.0
2019,1,A909,28.16,21.53,43.9,25.0
2019,1,A910,27.11,23.83,57.97,132.0
2019,1,A911,26.64,22.07,,59.0
2019,1,A912,,,,0.0
2019,1,A913,25.9,21.64,61.61,49.0
2019,1,A914,27.5,25.0,64.4,16.0
2019,1,A915,,,86.0,0.0
2019,1,A916,28.89,24.58,50.45,20.0
2019,1,A917,28.57,22.81,51.48,28.0
2019,1,A919,29.1,23.25,63.62,86.0
2019,1,A920,,,,0.0
2019,1,A921,29.56,24.37,50.9,84.0
2019,1,A922,30.17,24.21,51.42,60.0
2019,1,A923,27.35,21.8,,5.0
2019,1,A924,28.31,23.07,57.26,49.0
2019,1,A925,27.58,24.14,59.9,112.0
2019,1,A926,25.93,22.87,59.74,52.0
2019,1,A927,27.13,22.32,60.03,28.0
2019,1,A928,28.79,23.32,53.97,36.0
2019,1,A929,27.63,23.03,56.94,51.0
2019,1,A930,,28.5,49.8,0.0
2019,1,A931,27.93,21.96,46.58,21.0
2019,1,A932,29.52,24.93,42.1,12.0
2019,1,A933,28.62,21.67,47.55,23.0
2019,1,A934,25.76,20.0,48.1,3.0
2019,1,A935,31.0,29.38,57.75,0.0
2019,1,A936,29.89,24.3,59.16,0.0
2019,1,A937,28.25,24.88,51.23,40.0
2019,1,A938,25.38,22.61,53.61,31.0
2019,1,A939,27.48,24.42,55.16,33.0
2019,1,A940,28.04,24.14,62.06,57.0
2019,1,A941,30.67,25.58,49.58,5.0
2019,1,B803,28.24,23.45,51.48,27.0
2019,1,B804,26.38,20.52,56.42,10.0
2019,1,B806,25.27,20.48,54.23,88.0
2019,1,F501,26.81,20.3,46.97,16.0
2019,2,A001,24.73,19.56,48.68,14.0
2019,2,A002,28.04,22.48,43.39,64.0
2019,2,A003,28.17,21.92,43.29,32.0
2019,2,A005,28.27,24.56,52.54,25.0
2019,2,A009,27.57,23.08,53.86,63.0
2019,2,A010,28.38,23.38,44.35,21.0
2019,2,A011,29.22,23.0,46.0,55.0
2019,2,A012,26.11,21.19,45.0,41.0
2019,2,A013,29.92,23.67,49.29,61.0
2019,2,A014,28.5,23.67,49.86,24.0
2019,2,A015,28.12,23.2,49.82,11.0
2019,2,A016,27.04,22.08,45.96,23.0
2019,2,A017,27.48,22.33,43.46,30.0
2019,2,A018,29.4,23.53,52.69,5.0
2019,2,A019,28.68,23.56,51.21,17.0
2019,2,A020,30.0,27.09,51.82,10.0
2019,2,A021,27.92,23.36,58.46,24.0
2019,2,A022,27.0,22.48,44.57,19.0
2019,2,A023,26.21,21.38,51.04,19.0
2019,2,A024,22.56,18.8,31.06,26.0
2019,2,A025,26.48,23.08,44.29,46.0
2019,2,A026,26.42,21.35,51.61,71.0
2019,2,A027,28.23,23.0,47.14,25.0
2019,2,A028,27.52,22.52,52.11,88.0
2019,2,A029,28.85,23.93,51.68,36.0
