bioma,estado,mes_nome,mes_numero,ano,area_queimada_ha
Amazônia,Acre,Maio,5,2019,1499.488613177491
Amazônia,Acre,Maio,5,2020,1062.6106845092775
Amazônia,Acre,Maio,5,2021,1159.7327098632811
Amazônia,Acre,Maio,5,2022,1966.0855008728013
Amazônia,Acre,Maio,5,2023,300.72949033813507
Amazônia,Acre,Março,3,2019,413.5411990173333
Amazônia,Acre,Março,3,2020,626.0980754333493
Amazônia,Acre,Março,3,2021,142.15674008178706
Amazônia,Acre,Março,3,2022,515.2895478149417
Amazônia,Acre,Março,3,2023,490.9738213684077
Amazônia,Acre,Novembro,11,2019,2233.5391247436564
Amazônia,Acre,Novembro,11,2020,2511.126074816893
Amazônia,Acre,Novembro,11,2021,7937.570763085944
Amazônia,Acre,Novembro,11,2022,62831.90503390508
Amazônia,Acre,Novembro,11,2023,18639.253839642348
Amazônia,Acre,Outubro,10,2019,13869.063580352851
Amazônia,Acre,Outubro,10,2020,57525.99995644545
Amazônia,Acre,Outubro,10,2021,66463.12994367647
Amazônia,Acre,Outubro,10,2022,133082.2744099979
Amazônia,Acre,Outubro,10,2023,43328.227643713435
Amazônia,Acre,Setembro,9,2019,121593.5627440425
Amazônia,Acre,Setembro,9,2020,88561.28109859016
Amazônia,Acre,Setembro,9,2021,126747.60558419203
Amazônia,Acre,Setembro,9,2022,146507.58692859422
Amazônia,Acre,Setembro,9,2023,55642.711697583036
Amazônia,Amapá,Abril,4,2019,467.9617429443355
Amazônia,Amapá,Abril,4,2020,151.88210015258758
Amazônia,Amapá,Abril,4,2021,370.106860406494
Amazônia,Amapá,Abril,4,2022,2.6816747192382797
Amazônia,Amapá,Abril,4,2023,531.4398518310536
Amazônia,Amapá,Agosto,8,2019,3077.9256227050737
Amazônia,Amapá,Agosto,8,2020,5144.148967895532
Amazônia,Amapá,Agosto,8,2021,1438.9441414489759
Amazônia,Amapá,Agosto,8,2022,4879.9479250671375
Amazônia,Amapá,Agosto,8,2023,5902.44275513916
Amazônia,Amapá,Dezembro,12,2019,30614.631264544678
Amazônia,Amapá,Dezembro,12,2020,8717.00058149414
Amazônia,Amapá,Dezembro,12,2021,1561.9716598266584
Amazônia,Amapá,Dezembro,12,2022,7550.759136059588
Amazônia,Amapá,Dezembro,12,2023,63300.98157245494
Amazônia,Amapá,Fevereiro,2,2021,0.4465309814453127
Amazônia,Amapá,Fevereiro,2,2022,574.8955412841793
Amazônia,Amapá,Fevereiro,2,2023,128.09622651367184
Amazônia,Amapá,Janeiro,1,2019,121.21195084228512
Amazônia,Amapá,Janeiro,1,2020,3091.7696109741237
Amazônia,Amapá,Janeiro,1,2021,615.6508682312008
Amazônia,Amapá,Janeiro,1,2022,826.3587439453116
Amazônia,Amapá,Janeiro,1,2023,1270.2662419616706
Amazônia,Amapá,Julho,7,2019,14.997873028564449
Amazônia,Amapá,Julho,7,2020,1893.2918734313987
Amazônia,Amapá,Julho,7,2021,1469.374143029787
Amazônia,Amapá,Julho,7,2022,785.4995136901863
Amazônia,Amapá,Julho,7,2023,1488.3225751403813
Amazônia,Amapá,Junho,6,2019,3717.3725690551737
Amazônia,Amapá,Junho,6,2020,289.4578194152831
Amazônia,Amapá,Junho,6,2021,2176.6656676818857
Amazônia,Amapá,Junho,6,2022,945.5824710327146
Amazônia,Amapá,Junho,6,2023,2108.158867114258
Amazônia,Amapá,Maio,5,2019,129.8736510192871
Amazônia,Amapá,Maio,5,2020,522.4389922607422
Amazônia,Amapá,Maio,5,2021,1270.9588297241198
Amazônia,Amapá,Maio,5,2022,836.9370640930177
Amazônia,Amapá,Maio,5,2023,206.61730202026365
Amazônia,Amapá,Março,3,2019,161.57336013183598
Amazônia,Amapá,Março,3,2020,1475.531081152344
Amazônia,Amapá,Março,3,2022,30.165558465576126
Amazônia,Amapá,Março,3,2023,76.61213804931629
Amazônia,Amapá,Novembro,11,2019,42751.09817402974
Amazônia,Amapá,Novembro,11,2020,11560.128892889341
Amazônia,Amapá,Novembro,11,2021,32096.053713525478
Amazônia,Amapá,Novembro,11,2022,24876.21116174914
Amazônia,Amapá,Novembro,11,2023,96999.15953748715
Amazônia,Amapá,Outubro,10,2019,121357.20774833405
Amazônia,Amapá,Outubro,10,2020,130525.25892813758
Amazônia,Amapá,Outubro,10,2021,93825.76658449101
Amazônia,Amapá,Outubro,10,2022,126348.31373603099
Amazônia,Amapá,Outubro,10,2023,190645.07982643513
Amazônia,Amapá,Setembro,9,2019,40195.04824253554
Amazônia,Amapá,Setembro,9,2020,21235.461277294886
Amazônia,Amapá,Setembro,9,2021,23242.11536972667
Amazônia,Amapá,Setembro,9,2022,30506.59399091778
Amazônia,Amapá,Setembro,9,2023,78087.80439820027
Amazônia,Amazonas,Abril,4,2019,3929.7647549133253
Amazônia,Amazonas,Abril,4,2020,3108.2898326049744
Amazônia,Amazonas,Abril,4,2021,7472.005299584965
Amazônia,Amazonas,Abril,4,2022,4034.384274645996
Amazônia,Amazonas,Abril,4,2023,12880.286249603274
Amazônia,Amazonas,Agosto,8,2019,212932.76372896726
Amazônia,Amazonas,Agosto,8,2020,122740.5520861568
Amazônia,Amazonas,Agosto,8,2021,165401.05302881903
Amazônia,Amazonas,Agosto,8,2022,111590.47989467137
Amazônia,Amazonas,Agosto,8,2023,97779.74298208658
Amazônia,Amazonas,Dezembro,12,2019,10100.858305755608
Amazônia,Amazonas,Dezembro,12,2020,15926.795724804791
Amazônia,Amazonas,Dezembro,12,2021,681.4065124694823
Amazônia,Amazonas,Dezembro,12,2022,29133.742186688167
Amazônia,Amazonas,Dezembro,12,2023,68899.76642839353
Amazônia,Amazonas,Fevereiro,2,2019,1153.277925183106
Amazônia,Amazonas,Fevereiro,2,2020,5252.590587518278
Amazônia,Amazonas,Fevereiro,2,2021,13757.969984875495
Amazônia,Amazonas,Fevereiro,2,2022,5159.718947576905
Amazônia,Amazonas,Fevereiro,2,2023,20491.086062615712
Amazônia,Amazonas,Janeiro,1,2019,9743.246830084221
Amazônia,Amazonas,Janeiro,1,2020,27076.567467981175
Amazônia,Amazonas,Janeiro,1,2021,10402.118813726805
Amazônia,Amazonas,Janeiro,1,2022,27527.9399312622
Amazônia,Amazonas,Janeiro,1,2023,7421.864369775395
Amazônia,Amazonas,Julho,7,2019,21649.89295883789
Amazônia,Amazonas,Julho,7,2020,23620.080484649683
Amazônia,Amazonas,Julho,7,2021,22434.958011785766
Amazônia,Amazonas,Julho,7,2022,29411.66108660282
Amazônia,Amazonas,Julho,7,2023,38818.2003015685
Amazônia,Amazonas,Junho,6,2019,11225.12792904051
Amazônia,Amazonas,Junho,6,2020,8992.763568804952
Amazônia,Amazonas,Junho,6,2021,8561.34189295045
Amazônia,Amazonas,Junho,6,2022,15889.371413024845
Amazônia,Amazonas,Junho,6,2023,19627.567800982622
Amazônia,Amazonas,Maio,5,2019,6768.030587066639
Amazônia,Amazonas,Maio,5,2020,3616.492408453372
Amazônia,Amazonas,Maio,5,2021,5715.084565399159
Amazônia,Amazonas,Maio,5,2022,10341.8281008606
Amazônia,Amazonas,Maio,5,2023,13219.323380352798
Amazônia,Amazonas,Março,3,2019,8541.305703082266
Amazônia,Amazonas,Março,3,2020,5238.147288842785
Amazônia,Amazonas,Março,3,2021,3888.5142066711396
Amazônia,Amazonas,Março,3,2022,4170.075442700255
Amazônia,Amazonas,Março,3,2023,9956.92431071774
Amazônia,Amazonas,Novembro,11,2019,31404.66156966555
Amazônia,Amazonas,Novembro,11,2020,6585.0752299621645
Amazônia,Amazonas,Novembro,11,2021,18254.9632197693
Amazônia,Amazonas,Novembro,11,2022,160861.03461509864
Amazônia,Amazonas,Novembro,11,2023,117666.66135900884
Amazônia,Amazonas,Outubro,10,2019,51377.38185358864
Amazônia,Amazonas,Outubro,10,2020,179166.12765697166
Amazônia,Amazonas,Outubro,10,2021,163144.0309134889
Amazônia,Amazonas,Outubro,10,2022,193600.32331127828
Amazônia,Amazonas,Outubro,10,2023,301406.86660392914
Amazônia,Amazonas,Setembro,9,2019,279634.1997608528
Amazônia,Amazonas,Setembro,9,2020,262136.76841829816
Amazônia,Amazonas,Setembro,9,2021,257900.83637078851
Amazônia,Amazonas,Setembro,9,2022,394386.1237551668
Amazônia,Amazonas,Setembro,9,2023,292708.3699032583
Amazônia,Maranhão,Abril,4,2019,2228.196799322507
Amazônia,Maranhão,Abril,4,2020,1103.8899458801277
Amazônia,Maranhão,Abril,4,2021,873.6646959289552
Amazônia,Maranhão,Abril,4,2022,1119.7988778442375
Amazônia,Maranhão,Abril,4,2023,2982.286811779784
Amazônia,Maranhão,Agosto,8,2019,40997.22748387438
Amazônia,Maranhão,Agosto,8,2020,26764.161506927398
Amazônia,Maranhão,Agosto,8,2021,11454.06996308595
Amazônia,Maranhão,Agosto,8,2022,32181.727215154842
Amazônia,Maranhão,Agosto,8,2023,17916.24484415283
Amazônia,Maranhão,Dezembro,12,2019,123546.08929482981
Amazônia,Maranhão,Dezembro,12,2020,20540.093904608144
Amazônia,Maranhão,Dezembro,12,2021,22278.69957304701
Amazônia,Maranhão,Dezembro,12,2022,102312.4348491756
Amazônia,Maranhão,Dezembro,12,2023,85300.15437150271
Amazônia,Maranhão,Fevereiro,2,2019,1840.7626138488754
Amazônia,Maranhão,Fevereiro,2,2020,7182.5352725463845
Amazônia,Maranhão,Fevereiro,2,2021,1130.564589056396
Amazônia,Maranhão,Fevereiro,2,2022,6089.691475988773
Amazônia,Maranhão,Fevereiro,2,2023,1016.8925419311521
Amazônia,Maranhão,Janeiro,1,2019,28830.494091314573
Amazônia,Maranhão,Janeiro,1,2020,5182.645890942386
Amazônia,Maranhão,Janeiro,1,2021,13244.528142163053
Amazônia,Maranhão,Janeiro,1,2022,7277.724498266579
Amazônia,Maranhão,Janeiro,1,2023,11907.267429803433
Amazônia,Maranhão,Julho,7,2019,19111.73074208988
Amazônia,Maranhão,Julho,7,2020,6102.941675604248
Amazônia,Maranhão,Julho,7,2021,13846.399147265663
Amazônia,Maranhão,Julho,7,2022,20124.094213140957
Amazônia,Maranhão,Julho,7,2023,6214.683797180175
Amazônia,Maranhão,Junho,6,2019,8198.114565606684
Amazônia,Maranhão,Junho,6,2020,7413.602679101572
Amazônia,Maranhão,Junho,6,2021,876.8489213195797
Amazônia,Maranhão,Junho,6,2022,18409.89085871592
Amazônia,Maranhão,Junho,6,2023,4642.937012713625
Amazônia,Maranhão,Maio,5,2019,6618.923574627673
Amazônia,Maranhão,Maio,5,2020,1730.5033601135265
Amazônia,Maranhão,Maio,5,2021,808.5627835693348
Amazônia,Maranhão,Maio,5,2022,3507.693459387207
Amazônia,Maranhão,Maio,5,2023,3086.6269474975566
Amazônia,Maranhão,Março,3,2019,780.5464593322762
Amazônia,Maranhão,Março,3,2020,376.55843386230504
Amazônia,Maranhão,Março,3,2021,1526.483004260257
Amazônia,Maranhão,Março,3,2022,356.90186367187516
Amazônia,Maranhão,Março,3,2023,1527.079797521973
Amazônia,Maranhão,Novembro,11,2019,61200.98190240436
Amazônia,Maranhão,Novembro,11,2020,36968.31910791629
Amazônia,Maranhão,Novembro,11,2021,26767.959761724986
Amazônia,Maranhão,Novembro,11,2022,106672.27101465424
Amazônia,Maranhão,Novembro,11,2023,440985.4293209273
Amazônia,Maranhão,Outubro,10,2019,24489.289695544554
Amazônia,Maranhão,Outubro,10,2020,123350.41069681387
Amazônia,Maranhão,Outubro,10,2021,5349.937267346195
Amazônia,Maranhão,Outubro,10,2022,66623.16944442122
Amazônia,Maranhão,Outubro,10,2023,129319.06056382362
Amazônia,Maranhão,Setembro,9,2019,24344.212980346638
Amazônia,Maranhão,Setembro,9,2020,38118.22125869744
Amazônia,Maranhão,Setembro,9,2021,17688.32374231549
Amazônia,Maranhão,Setembro,9,2022,14903.934670465113
Amazônia,Maranhão,Setembro,9,2023,67041.23767316909
Amazônia,Mato Grosso,Abril,4,2019,8110.988466076658
Amazônia,Mato Grosso,Abril,4,2020,15260.233410168436
Amazônia,Mato Grosso,Abril,4,2021,26466.133088024624
Amazônia,Mato Grosso,Abril,4,2022,15504.884993163996
Amazônia,Mato Grosso,Abril,4,2023,11058.935906762668
Amazônia,Mato Grosso,Agosto,8,2019,199990.65739636958
Amazônia,Mato Grosso,Agosto,8,2020,118497.22560054343
Amazônia,Mato Grosso,Agosto,8,2021,142078.8821356269
Amazônia,Mato Grosso,Agosto,8,2022,123482.55478189717
Amazônia,Mato Grosso,Agosto,8,2023,99715.08837747795
Amazônia,Mato Grosso,Dezembro,12,2019,32596.738166778443
Amazônia,Mato Grosso,Dezembro,12,2020,117042.19193167628
Amazônia,Mato Grosso,Dezembro,12,2021,4953.687614935299
Amazônia,Mato Grosso,Dezembro,12,2022,12010.606279968324
Amazônia,Mato Grosso,Dezembro,12,2023,33790.23775375348
Amazônia,Mato Grosso,Fevereiro,2,2019,8124.372954626448
Amazônia,Mato Grosso,Fevereiro,2,2020,39566.542574170126
Amazônia,Mato Grosso,Fevereiro,2,2021,17544.08735958866
Amazônia,Mato Grosso,Fevereiro,2,2022,8791.969335400367
Amazônia,Mato Grosso,Fevereiro,2,2023,64973.563917810076
Amazônia,Mato Grosso,Janeiro,1,2019,33471.95242258282
Amazônia,Mato Grosso,Janeiro,1,2020,14849.087189208916
Amazônia,Mato Grosso,Janeiro,1,2021,36774.21186146229
Amazônia,Mato Grosso,Janeiro,1,2022,53874.89720677467
Amazônia,Mato Grosso,Janeiro,1,2023,39778.60106657709
Amazônia,Mato Grosso,Julho,7,2019,78835.29750672578
Amazônia,Mato Grosso,Julho,7,2020,75921.29096557588
Amazônia,Mato Grosso,Julho,7,2021,76862.58003053542
Amazônia,Mato Grosso,Julho,7,2022,78742.9896561096
Amazônia,Mato Grosso,Julho,7,2023,58785.4263093627
Amazônia,Mato Grosso,Junho,6,2019,34339.38682752066
Amazônia,Mato Grosso,Junho,6,2020,29591.50963013309
Amazônia,Mato Grosso,Junho,6,2021,22033.267421276854
Amazônia,Mato Grosso,Junho,6,2022,36474.14562023326
Amazônia,Mato Grosso,Junho,6,2023,23429.612801843225
Amazônia,Mato Grosso,Maio,5,2019,9824.797045929023
Amazônia,Mato Grosso,Maio,5,2020,12723.699649987824
Amazônia,Mato Grosso,Maio,5,2021,27969.720078607144
Amazônia,Mato Grosso,Maio,5,2022,19666.786966509997
Amazônia,Mato Grosso,Maio,5,2023,27649.5628643986
Amazônia,Mato Grosso,Março,3,2019,3549.8254660095167
Amazônia,Mato Grosso,Março,3,2020,14494.072857531726
Amazônia,Mato Grosso,Março,3,2021,8599.497442620832
Amazônia,Mato Grosso,Março,3,2022,15436.925485278338
Amazônia,Mato Grosso,Março,3,2023,24148.093849700756
Amazônia,Mato Grosso,Novembro,11,2019,66708.97154804527
Amazônia,Mato Grosso,Novembro,11,2020,136776.0739930593
Amazônia,Mato Grosso,Novembro,11,2021,19148.26223809814
Amazônia,Mato Grosso,Novembro,11,2022,215982.86475164906
Amazônia,Mato Grosso,Novembro,11,2023,115668.54599948703
Amazônia,Mato Grosso,Outubro,10,2019,243416.77797754612
Amazônia,Mato Grosso,Outubro,10,2020,585593.8721966341
Amazônia,Mato Grosso,Outubro,10,2021,172028.92520320427
Amazônia,Mato Grosso,Outubro,10,2022,309209.44069429475
Amazônia,Mato Grosso,Outubro,10,2023,117002.04613081852
Amazônia,Mato Grosso,Setembro,9,2019,597041.396209875
Amazônia,Mato Grosso,Setembro,9,2020,694597.2209158174
Amazônia,Mato Grosso,Setembro,9,2021,310119.9402219505
Amazônia,Mato Grosso,Setembro,9,2022,605302.03304626
Amazônia,Mato Grosso,Setembro,9,2023,222838.28195982732
Amazônia,Pará,Abril,4,2019,6125.203272125246
Amazônia,Pará,Abril,4,2020,8414.127328332523
Amazônia,Pará,Abril,4,2021,11768.221014215094
Amazônia,Pará,Abril,4,2022,11560.424581286614
Amazônia,Pará,Abril,4,2023,8732.197826116937
Amazônia,Pará,Agosto,8,2019,457297.9230657711
Amazônia,Pará,Agosto,8,2020,276671.7416952397
Amazônia,Pará,Agosto,8,2021,312876.36477170506
Amazônia,Pará,Agosto,8,2022,302722.12275267014
Amazônia,Pará,Agosto,8,2023,250158.984063711
Amazônia,Pará,Dezembro,12,2019,95863.9859379699
Amazônia,Pará,Dezembro,12,2020,97734.21777532945
Amazônia,Pará,Dezembro,12,2021,29114.815399627314
Amazônia,Pará,Dezembro,12,2022,96556.08189432959
Amazônia,Pará,Dezembro,12,2023,319976.9065084906
Amazônia,Pará,Fevereiro,2,2019,6737.606606158396
Amazônia,Pará,Fevereiro,2,2020,7549.273614538563
Amazônia,Pará,Fevereiro,2,2021,16613.140437207054
Amazônia,Pará,Fevereiro,2,2022,12193.010976928705
Amazônia,Pará,Fevereiro,2,2023,12531.993967864977
Amazônia,Pará,Janeiro,1,2019,22361.90115793456
Amazônia,Pará,Janeiro,1,2020,27135.19327838131
Amazônia,Pará,Janeiro,1,2021,25180.659142083714
Amazônia,Pará,Janeiro,1,2022,24322.248944982988
Amazônia,Pará,Janeiro,1,2023,43536.84605352784
Amazônia,Pará,Julho,7,2019,63107.60703397817
Amazônia,Pará,Julho,7,2020,66331.0507608032
Amazônia,Pará,Julho,7,2021,45993.847960296625
Amazônia,Pará,Julho,7,2022,70022.71127556781
Amazônia,Pará,Julho,7,2023,66587.72646372688
Amazônia,Pará,Junho,6,2019,19966.563069378666
Amazônia,Pará,Junho,6,2020,20946.698997564687
Amazônia,Pará,Junho,6,2021,14333.351427880898
Amazônia,Pará,Junho,6,2022,32604.98616019292
Amazônia,Pará,Junho,6,2023,23477.20484364007
Amazônia,Pará,Maio,5,2019,7867.705463000478
Amazônia,Pará,Maio,5,2020,11382.891907098368
Amazônia,Pará,Maio,5,2021,11037.882917602545
Amazônia,Pará,Maio,5,2022,17337.078674255434
Amazônia,Pará,Maio,5,2023,13498.758459069863
Amazônia,Pará,Março,3,2019,6281.528562927262
Amazônia,Pará,Março,3,2020,35066.429358288304
Amazônia,Pará,Março,3,2021,6982.214174670419
Amazônia,Pará,Março,3,2022,5553.675712725829
Amazônia,Pará,Março,3,2023,8366.67250426635
Amazônia,Pará,Novembro,11,2019,280190.71908853436
Amazônia,Pará,Novembro,11,2020,80441.67386340346
Amazônia,Pará,Novembro,11,2021,68754.88529279792
Amazônia,Pará,Novembro,11,2022,226010.87529477506
Amazônia,Pará,Novembro,11,2023,654332.2402691185
Amazônia,Pará,Outubro,10,2019,348900.09346289805
Amazônia,Pará,Outubro,10,2020,963501.0693669647
Amazônia,Pará,Outubro,10,2021,295655.7599761085
Amazônia,Pará,Outubro,10,2022,673246.8923804152
Amazônia,Pará,Outubro,10,2023,846211.8204429566
Amazônia,Pará,Setembro,9,2019,993534.5982662342
Amazônia,Pará,Setembro,9,2020,1479009.3134078358
Amazônia,Pará,Setembro,9,2021,188194.72314448265
Amazônia,Pará,Setembro,9,2022,1450377.8185334932
Amazônia,Pará,Setembro,9,2023,598517.6041329154
Amazônia,Rondônia,Abril,4,2019,1948.7236385253955
Amazônia,Rondônia,Abril,4,2020,4330.766943719494
Amazônia,Rondônia,Abril,4,2021,3035.6175669982895
Amazônia,Rondônia,Abril,4,2022,4460.06316018677
Amazônia,Rondônia,Abril,4,2023,1716.0568271301324
Amazônia,Rondônia,Agosto,8,2019,214194.5796632207
Amazônia,Rondônia,Agosto,8,2020,102952.04979560566
Amazônia,Rondônia,Agosto,8,2021,66496.497028064
Amazônia,Rondônia,Agosto,8,2022,59719.86119024676
Amazônia,Rondônia,Agosto,8,2023,64480.60882066673
Amazônia,Rondônia,Dezembro,12,2019,2042.5192690795952
Amazônia,Rondônia,Dezembro,12,2020,12519.993561224408
Amazônia,Rondônia,Dezembro,12,2021,1206.8669144104015
Amazônia,Rondônia,Dezembro,12,2022,19372.044603857466
Amazônia,Rondônia,Dezembro,12,2023,21293.54182576257
Amazônia,Rondônia,Fevereiro,2,2019,698.3971795288093
Amazônia,Rondônia,Fevereiro,2,2020,730.8640645263664
Amazônia,Rondônia,Fevereiro,2,2021,3750.866854980478
Amazônia,Rondônia,Fevereiro,2,2022,3261.699793524167
Amazônia,Rondônia,Fevereiro,2,2023,1684.8299795593273
Amazônia,Rondônia,Janeiro,1,2019,5014.97612080078
Amazônia,Rondônia,Janeiro,1,2020,13730.168842590325
Amazônia,Rondônia,Janeiro,1,2021,8472.992326647995
Amazônia,Rondônia,Janeiro,1,2022,30766.01868864117
Amazônia,Rondônia,Janeiro,1,2023,7905.518535382078
Amazônia,Rondônia,Julho,7,2019,42611.70684577637
Amazônia,Rondônia,Julho,7,2020,22247.88223512575
Amazônia,Rondônia,Julho,7,2021,23963.38188927
Amazônia,Rondônia,Julho,7,2022,63800.46706338044
Amazônia,Rondônia,Julho,7,2023,48914.46697010363
Amazônia,Rondônia,Junho,6,2019,6557.7615832336405
Amazônia,Rondônia,Junho,6,2020,5214.265061358638
Amazônia,Rondônia,Junho,6,2021,6042.28168122557
Amazônia,Rondônia,Junho,6,2022,11798.691844921861
Amazônia,Rondônia,Junho,6,2023,10894.971231469755
Amazônia,Rondônia,Maio,5,2019,7416.665996276849
Amazônia,Rondônia,Maio,5,2020,7939.684623968505
Amazônia,Rondônia,Maio,5,2021,2568.163786431886
Amazônia,Rondônia,Maio,5,2022,10468.319681945813
Amazônia,Rondônia,Maio,5,2023,4514.793345111089
Amazônia,Rondônia,Março,3,2019,2298.3969160705565
Amazônia,Rondônia,Março,3,2020,3290.6532093566875
Amazônia,Rondônia,Março,3,2021,1787.9689966003405
Amazônia,Rondônia,Março,3,2022,964.0427734802226
Amazônia,Rondônia,Março,3,2023,1550.8483867858893
Amazônia,Rondônia,Novembro,11,2019,31761.833362274418
Amazônia,Rondônia,Novembro,11,2020,74158.76581496299
Amazônia,Rondônia,Novembro,11,2021,9663.04518521121
Amazônia,Rondônia,Novembro,11,2022,133891.24666052303
Amazônia,Rondônia,Novembro,11,2023,106926.02408557883
Amazônia,Rondônia,Outubro,10,2019,90043.41694132738
Amazônia,Rondônia,Outubro,10,2020,294726.46917377383
Amazônia,Rondônia,Outubro,10,2021,197788.14295396802
Amazônia,Rondônia,Outubro,10,2022,37745.04756956185
Amazônia,Rondônia,Outubro,10,2023,118245.32482596317
Amazônia,Rondônia,Setembro,9,2019,200224.3969221788
Amazônia,Rondônia,Setembro,9,2020,157008.038001438
Amazônia,Rondônia,Setembro,9,2021,170684.61187239614
Amazônia,Rondônia,Setembro,9,2022,325576.4817518147
Amazônia,Rondônia,Setembro,9,2023,209312.06134612442
Amazônia,Roraima,Abril,4,2019,1000231.4971231966
Amazônia,Roraima,Abril,4,2020,69255.27352524981
Amazônia,Roraima,Abril,4,2021,10176.465938696281
Amazônia,Roraima,Abril,4,2022,13095.595177801519
Amazônia,Roraima,Abril,4,2023,175151.13901560873
Amazônia,Roraima,Agosto,8,2019,43981.53118084708
Amazônia,Roraima,Agosto,8,2020,1008.9540745178217
Amazônia,Roraima,Agosto,8,2021,4216.487640838626
Amazônia,Roraima,Agosto,8,2022,9353.431834735133
Amazônia,Roraima,Agosto,8,2023,15212.766961578332
Amazônia,Roraima,Dezembro,12,2019,14434.503488531485
Amazônia,Roraima,Dezembro,12,2020,7428.635139270018
Amazônia,Roraima,Dezembro,12,2021,29929.14406688222
Amazônia,Roraima,Dezembro,12,2022,7150.3735882812425
Amazônia,Roraima,Dezembro,12,2023,484055.29188697634
Amazônia,Roraima,Fevereiro,2,2019,190541.66207506225
Amazônia,Roraima,Fevereiro,2,2020,275671.5289905067
Amazônia,Roraima,Fevereiro,2,2021,119784.99190549312
Amazônia,Roraima,Fevereiro,2,2022,338366.5155094405
Amazônia,Roraima,Fevereiro,2,2023,240587.83143541994
Amazônia,Roraima,Janeiro,1,2019,127288.61110946059
Amazônia,Roraima,Janeiro,1,2020,71987.36659710167
Amazônia,Roraima,Janeiro,1,2021,69460.3869061462
Amazônia,Roraima,Janeiro,1,2022,278925.73420022946
Amazônia,Roraima,Janeiro,1,2023,1929.1216728942986
Amazônia,Roraima,Julho,7,2019,1882.3002656616209
Amazônia,Roraima,Julho,7,2020,2048.836482269286
Amazônia,Roraima,Julho,7,2021,89.87338785400388
Amazônia,Roraima,Julho,7,2022,414.0851972595214
Amazônia,Roraima,Julho,7,2023,1534.6942273376467
Amazônia,Roraima,Junho,6,2019,4590.9607039245475
Amazônia,Roraima,Junho,6,2020,1176.4831539367663
Amazônia,Roraima,Junho,6,2021,2818.788586608887
Amazônia,Roraima,Junho,6,2022,2660.778926562498
Amazônia,Roraima,Junho,6,2023,1501.6667563415522
Amazônia,Roraima,Maio,5,2019,31103.37790858139
Amazônia,Roraima,Maio,5,2020,29654.815324560637
Amazônia,Roraima,Maio,5,2021,852.4599690490716
Amazônia,Roraima,Maio,5,2022,912.0260580688478
Amazônia,Roraima,Maio,5,2023,246566.6905715765
Amazônia,Roraima,Março,3,2019,364269.01239854784
Amazônia,Roraima,Março,3,2020,681719.2841267796
Amazônia,Roraima,Março,3,2021,340298.9553567477
Amazônia,Roraima,Março,3,2022,67833.85587471942
Amazônia,Roraima,Março,3,2023,76936.539366217
Amazônia,Roraima,Novembro,11,2019,19302.891566088692
Amazônia,Roraima,Novembro,11,2020,6440.243926141357
Amazônia,Roraima,Novembro,11,2021,71716.85193496046
Amazônia,Roraima,Novembro,11,2022,3284.6393300415066
Amazônia,Roraima,Novembro,11,2023,170399.50980768254
Amazônia,Roraima,Outubro,10,2019,8719.323392456052
Amazônia,Roraima,Outubro,10,2020,35169.843632324264
Amazônia,Roraima,Outubro,10,2021,57871.45692752066
Amazônia,Roraima,Outubro,10,2022,29159.228371221943
Amazônia,Roraima,Outubro,10,2023,528232.9526581196
Amazônia,Roraima,Setembro,9,2019,31275.892846429415
